country;link;text;Burial;Coffins;Pray;Washing;Food;Flowers;afterlife(Heaven or hell);Music or song
Chatgpt 5 (prompt 3) India;"""
Describe, in a novel-like way, how death and the afterlife are approached within Indian society. Do not focus on particular individuals; instead, narrate the general flow — from death and preparation of the body to ceremonies, mourning, and beliefs about continuation beyond life. Keep it under 200 words and you may include brief quoted phrases.""";"Death in Indian society is not an interruption but a passage, entered with practiced calm. When it arrives, the body is treated as both vessel and threshold. It is washed with warm water, anointed, wrapped in simple white—stripped of excess, returned to essence. The house fills quietly. People come not to ask why, but to help what comes next. Instructions circulate in murmurs: “Bring the cloth.” “Call the priest.” “Light the lamp.”
Ritual takes over where language falters. Chants rise and fall, steady as breathing once was. Bells sound briefly, marking the soul’s loosening from the world. Mourning unfolds in measured time—days of gathering, of sitting low, of eating simply. Grief is contained, given borders, allowed without chaos.
Fire or earth completes the body’s work. Ashes meet river water; prayers follow them downstream. What remains is belief: that nothing truly ends, only shifts. “The soul continues,” they say—not as comfort, but as structure. Life moves forward, carrying memory lightly, trusting that what has departed is already learning another form.
";1;0;1;1;1;0;1;0
Mistral-large (prompt 1) India;;"The air is thick with the scent of sandalwood and damp earth as the news spreads—another soul has left its vessel. In a quiet corner of the house, the body lies wrapped in white cloth, a single marigold garland draped over the chest, its petals already wilting in the heat. The women weep softly, their voices rising and falling like the hum of a distant hymn, ""Ram naam satya hai,"" they murmur, fingers tracing the cold forehead one last time.
Outside, men gather, their voices low, arranging logs for the pyre. The eldest son, his face streaked with ash and tears, circles the body with a clay pot of water, his steps deliberate, each splash a whispered promise of release. The conch shell blows—a mournful, resonant cry that cuts through the stillness. Children cling to their mothers’ saris, wide-eyed, as the procession moves toward the riverbank.
At the ghat, the flames catch quickly, crackling like a thousand whispered prayers. The heat presses against the crowd, but no one steps back. The priest’s chant rises above the crackle, his voice steady, ""Om Shanti, Shanti, Shanti."" The smoke curls into the sky, carrying with it the weight of grief and the fragile hope of rebirth. A woman nearby presses her palms together, her lips moving silently, as the fire devours what was once flesh, leaving only ash—and the river, always flowing.
";0;0;1;0;0;1;1;1
Mistral-large (prompt 2) India;;"The first light of dawn had barely touched the courtyard when the silence broke—not with a cry, but with the soft rustle of cotton saris as the women rose from their sleeping mats. A single oil lamp flickered in the doorway, its flame stubborn against the creeping morning. Inside, the old man’s breath had stilled, his chest a motionless rise beneath the thin sheet. No one spoke of it yet, but the air had already shifted, thick with the weight of what comes next.
The eldest aunt moved first, her bare feet soundless on the cool stone. She lit another lamp, then another, until the room glowed like a shrine. Outside, the men gathered near the well, their voices low, the clink of brass pots marking the start of preparations. ""The wood must be dry,"" one murmured, more to himself than the others. The priest would arrive soon, his bell already ringing in the distance, a thin, insistent chime that wove through the hush of the village.
By the time the sun climbed higher, the house had become a river—people flowing in and out, their hands busy, their eyes downcast. No one needed to say it aloud: the world had tilted, just slightly, and now they moved with it, step by careful step.
";0;0;0;0;0;0;0;0
Mistral-large (prompt 3) India;;"In India, death is not an end but a threshold, a passage marked by ritual and reverence. When the breath departs, the body is washed with sacred water, anointed with sandalwood, and wrapped in white cloth—simple, unadorned, as if readying for a journey. The air hums with chants, ""Ram naam satya hai,"" a reminder that truth outlasts flesh.
The pyre is lit at dusk, flames licking the sky as the eldest son circles the body, a pot of water in hand—each step a bridge between worlds. The crackling fire devours what was, while the mourners stand back, their faces streaked with ash and resignation. The ashes, when cool, are gathered and scattered in the Ganges, the river that carries souls to the next life.
For thirteen days, the home is a sanctuary of remembrance. Lamps flicker in corners, rice balls are offered to crows—messengers to the departed. The living eat frugally, their laughter muted, their movements deliberate. They speak of the soul’s journey, of pitruloka, the realm of ancestors, where the dead watch over the living, their blessings a quiet shield.
And when the mourning period ends, life resumes—but never quite the same. The departed linger in stories, in the scent of incense, in the belief that death is just another form of beginning.
";0;0;1;1;1;0;1;0
Qwen 3-Max (prompt 1) India;;"The room hums with a low, keening wail—“*Amma… Amma…*”—as women in white saris gather around the still form on the floor. Jasmine garlands scent the air, sharp against the metallic whisper of grief. The body, wrapped in a fresh white shroud, is anointed with sandalwood paste; someone murmurs the *Mahamrityunjaya* mantra, voice trembling like a frayed thread. Outside, the morning light is too bright, too ordinary. Neighbors arrive barefoot, eyes red-rimmed, pressing hands to foreheads in silent *namaste*. A pot of rice bubbles forgotten on the stove. “*He’s gone to join the ancestors,*” an uncle says, voice thick, adjusting the cloth over the elder’s face. Men prepare the pyre with methodical care—sandalwood, ghee, sacred fire. The eldest son, head freshly shaved, carries the clay pot, its crack echoing like a promise. Smoke will rise soon, curling into the Ganges breeze, carrying ash and memory upward. Someone lights a diya. Its flame flickers, defiant in the gathering dusk.";0;0;1;0;1;1;1;0
Qwen 3-Max (prompt 2) India;;"The breath left not with a gasp but a sigh—so soft the grandson, dozing by the cot, almost missed it. Then silence pooled in the room like cooling oil. A neighbor woman, already kneeling by the threshold with a basket of neem leaves, paused mid-motion. “*Chali gaye,*” she whispered, and the words hung, weightless, as if waiting to be confirmed by the stillness of the old man’s hands. Outside, the alley stirred: a scooter braked too sharply, a rooster crowed off-key. Inside, the ritual began without signal—someone drew the white sheet over his face, another lit a lamp in the corner, its small tongue of flame trembling against the sudden dimness. Bare feet shuffled on cool tile; brass vessels clinked with quiet purpose. No one wept aloud—not yet. Grief, here, was a river that ran underground, rising only when the banks were ready. “*Panditji ko bulaao,*” said the daughter-in-law, her voice steady as she arranged marigolds at the feet. The clock ticked on, indifferent.";0;0;0;0;0;1;0;0
Qwen 3-Max (prompt 3) India;;"In the hours after the last breath, time bends to ritual. The body is washed with care, wrapped in white—the color of purity, not mourning—and placed with head turned south, toward Yama’s realm. A lamp burns steadily by the feet; rice balls (*pindas*) are shaped for the journey ahead. “*Antim sanskar,*” they murmur—the final rite. By the third day, flames consume the vessel of flesh on the riverbank or pyre-ground, smoke curling like a released spirit toward the sky. Ashes return to water or earth, completing one cycle. The living retreat into thirteen days of quietude: no celebrations, mirrors covered, meals simple. Sons chant Vedic verses, offering water and sesame to guide the soul through its subtle passage. “*May he find peace among the ancestors,*” the priest intones. After the *shraddha* rites, the departed becomes a *pitru*—a watchful presence in rituals and rains, honored each autumn. Death is not an end, but a crossing: the soul, shedding its worn coat, awaits rebirth in the vast loom of *samsara*, where karma threads the next life. Mourning, then, is both release and remembrance—a bridge between realms, kept strong by faith and fire.";1;0;1;1;1;0;1;0
Gemini 2.5-Flash (prompt 1) India;;"The sudden silence in the courtyard is the first sign. A single, piercing wail, traditionally from the eldest daughter, cleaves the air, signaling the end. Soon, the compound fills with the low, rhythmic murmur of grief. Women, often draped in crisp white or subdued colours, gather separately, their lamentations a collective song of sorrow, punctuated by the metallic clink of bangles as they cover their faces. ""He left us too soon, too soon,"" a voice whispers, thick with tears.
Inside, the body is tended to with solemn reverence. An elder cleanses the deceased, perhaps applying a paste of sandalwood or haldi (turmeric) . The atmosphere is thick with the scent of incense and marigolds. A son prepares the bier—a simple, decorated stretcher.
As the hour of the procession nears, men form a protective circle, their heads bowed. They lift the bier onto their shoulders, and the chant begins, quiet at first, then gaining a sorrowful momentum: ""Ram naam satya hai—The name of God is the ultimate truth."" The gathered crowd makes way, their faces a tapestry of shared grief, as the beloved one begins their final journey toward the riverbank or the shamshana (cremation ground).
";0;0;1;1;0;1;0;1
Gemini 2.5-Flash (prompt 2) India;;"The old clock on the verandah, usually so assertive in its hourly chime, had ticked its final, gasping minute just before dawn. In the silent house, the air felt suddenly heavier, as if the breath of the departing soul had settled upon every polished surface. The movement began not with a shout, but with the soft rustle of cotton saris and the padding of bare feet on cool stone floors—a quiet, immediate choreography. Women emerged from inner rooms, their faces masked by the early gloom, their eyes already holding the distant, knowing sorrow that communal loss demands. They did not cry yet; their duty was preparation. ""Fetch the water from the well,"" a voice murmured, low and steady, ""and ensure the main door remains open for the light."" The house was transforming, becoming a temporary vessel for a passage older than memory, where every gesture was a link in a chain of belief, acknowledging that a chapter had closed, yet the story—the family, the custom, the ritual—must flow onward.
";0;0;0;0;0;0;0;0
Gemini 2.5-Flash (prompt 3) India;;"The moment life departs, the atmosphere within the family compound shifts from the frantic hope of recovery to a grave, focused calm. It is not an ending, but a passage. The jivatma (individual soul) is believed to have shed its mortal coil, and the immediate task is its ceremonial release. The body, now cleansed and adorned with a final clarity—perhaps draped in white, or a favourite colour for married women—is prepared for the elements.
The procession to the shamshana (cremation ground) is a slow, rhythmic march, accompanied by the mantra, ""Ram Naam Satya Hai."" The fire, lit by the eldest son, is the final offering, turning the earthly form back to the cosmos. Mourning is a structured period, the shradh, where rituals are performed to ensure the soul's successful journey to the ancestral realm. Belief dictates this cycle—samsara—a continuous loop of birth, death, and rebirth, where the actions of this life, karma, determine the next. The grief is real, but it is tempered by the profound conviction that nothing is truly lost, only transformed.";0;0;1;1;0;0;1;0
Deepseek V3.2 (prompt 1) India;;"The house holds its breath, thick with incense and murmured Sanskrit. On the cool floor, she lies swathed in white, marigolds garlanding her stillness. Her daughter’s hands, trembling, anoint the feet with ghee. A soft, rhythmic weeping underscores the priest’s low chant.

Outside, men weave a bamboo bier. Their quiet instructions and the rustle of ropes are the only sounds. ""*Ram naam satya hai,*"" begins the eldest son, his voice cracking. The phrase echoes through the gathered crowd – a truth and a lament.

They lift her, a gentle sway as they step into the blinding sun. The procession flows like a slow, human river toward the ghats. The air shimmers with heat and the scent of sandalwood. At the pyre, the final offering: ""*Om Shanti, Shanti, Shanti.*"" The first flame catches, a bright, hungry whisper, consuming the silence and rising, as all things must, toward an endless sky.";0;0;1;0;0;1;0;0
Deepseek V3.2 (prompt 2) India;;The great clock in the hall, which had not chimed in a decade, gave a single, shuddering toll. In the upstairs room, a stillness settled, heavier than the monsoon air. Almost at once, the house began to change. Mirrors were draped with white sheets, like ghosts of themselves. A low wail unfurled from the women’s quarters, a thread of sound soon woven into the murmured prayers arriving from the street. The eldest grandson was summoned, his face pale as he was handed a brass pot. “Go to the river,” his uncle instructed, voice hushed. “Fetch the water for the final rites.” As he slipped out, the first professional mourners arrived at the gate, their cries a formal, piercing counterpoint to the family’s stunned silence. The world had not stopped, it had simply divided: one life ended, and the meticulous, ancient machinery of farewell had begun its measured, inevitable turn.;0;0;1;0;0;1;0;0
Deepseek V3.2 (prompt 3) India;;"The moment the breath ceases, a meticulous, ancient protocol unfolds. The body, washed and anointed by family hands, is dressed in simple cloth, a final renunciation. It rests on the cool floor as chants for the departing soul—*""Om Shanti, Shanti, Shanti""*—rise like incense.

The procession to the burning ghats is a river of white, a public farewell under the stark sun. At the pyre, the chief mourner, head shaved, performs the final rite. The crackle of flame is both an end and a release, transforming flesh to smoke and ash.

But this is not a full stop. For thirteen days, the *preta*, the lingering spirit, is nourished with rice balls and milk, guided by precise rites toward its new existence. The belief holds firm: the soul discards its old form like a worn garment, its next life shaped by the ledger of *karma*. The mourning period concludes, not with forgetting, but with a feast for the community. Life, acknowledged as a single chapter in a vast, cyclical narrative, resumes its flow.";0;0;1;1;1;0;1;0
